Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,41.94247055053711,42.04092788696289,41.84401321411133,41.89324188232422,34.81996536254883,7392750
2020-01-03,41.99169921875,42.18861389160156,41.89324188232422,42.139381408691406,35.02455139160156,13425230
2020-01-06,41.94247055053711,41.94247055053711,41.59787368774414,41.59787368774414,34.57447052001953,15883432
2020-01-07,41.59787368774414,41.74555587768555,41.45018768310547,41.54864501953125,34.53355407714844,9816891
2020-01-08,41.35173034667969,41.35173034667969,41.15481948852539,41.15481948852539,34.20622253417969,16380912
2020-01-09,41.35173034667969,41.40095901489258,41.20404815673828,41.35173034667969,34.36988830566406,11659028
2020-01-10,41.35173034667969,41.45018768310547,41.3025016784668,41.40095901489258,34.410804748535156,16137306
2020-01-13,41.74555587768555,42.23783874511719,41.74555587768555,42.18861389160156,35.065467834472656,25350137
2020-01-14,42.38552474975586,42.38552474975586,41.99169921875,42.18861389160156,35.065467834472656,19698661
2020-01-15,42.33629608154297,42.33629608154297,42.04092788696289,42.23783874511719,35.10638427734375,12171483
2020-01-16,42.139381408691406,42.28706741333008,42.04092788696289,42.28706741333008,35.14730453491211,11552510
2020-01-17,42.33629608154297,42.43475341796875,42.23783874511719,42.43475341796875,35.27005386352539,14772586
2020-01-20,42.43475341796875,42.48398208618164,42.33629608154297,42.43475341796875,35.27005386352539,14314647
2020-01-30,41.3025016784668,41.3025016784668,39.924110412597656,39.97333908081055,33.22422409057617,61671017
2020-01-31,40.02256774902344,40.51485061645508,39.924110412597656,40.02256774902344,33.26513671875,24976206
2020-02-03,39.38260269165039,39.62874221801758,39.03800582885742,39.57951354980469,32.89689254760742,27820295
2020-02-04,42.33629608154297,42.38552474975586,40.07179641723633,40.07179641723633,33.30605697631836,16549102
2020-02-05,40.17025375366211,40.367164611816406,39.87488555908203,40.31793975830078,33.51063537597656,14829688
2020-02-06,40.46562194824219,40.85944747924805,40.46562194824219,40.85944747924805,33.960723876953125,15154815
2020-02-07,40.51485061645508,40.56407928466797,40.26871109008789,40.4163932800293,33.592472076416016,13662869
2020-02-10,40.07179641723633,40.31793975830078,39.924110412597656,40.26871109008789,33.4697265625,11073909
2020-02-11,40.71176528930664,41.15481948852539,40.71176528930664,41.00713348388672,34.083473205566406,18565231
2020-02-12,41.25327682495117,41.40095901489258,41.00713348388672,41.15481948852539,34.20622253417969,16864630
2020-02-13,41.25327682495117,41.3025016784668,40.90867614746094,40.95790481567383,34.04255294799805,9441940
2020-02-14,40.85944747924805,41.05636215209961,40.81022262573242,41.00713348388672,34.083473205566406,6613710
2020-02-17,40.85944747924805,40.85944747924805,40.66253662109375,40.760990142822266,33.87888717651367,8668219
2020-02-18,40.71176528930664,40.85944747924805,40.51485061645508,40.85944747924805,33.960723876953125,8510458
2020-02-19,40.90867614746094,41.15481948852539,40.71176528930664,41.1055908203125,34.16530227661133,9802785
2020-02-20,41.15481948852539,41.25327682495117,40.90867614746094,40.95790481567383,34.04255294799805,10242025
2020-02-21,40.760990142822266,40.85944747924805,40.66253662109375,40.66253662109375,33.79705810546875,9910266
2020-02-24,40.367164611816406,40.46562194824219,40.12102508544922,40.219482421875,33.428810119628906,19398898
2020-02-25,39.87488555908203,40.219482421875,39.82565689086914,40.07179641723633,33.30605697631836,12287138
2020-02-26,39.77642822265625,40.12102508544922,39.67797088623047,40.02256774902344,33.26513671875,15934634
2020-02-27,40.07179641723633,40.12102508544922,39.38260269165039,39.43183135986328,32.77414321899414,39479261
2020-03-02,38.39803695678711,39.38260269165039,38.39803695678711,38.89031982421875,32.324058532714844,46891499
2020-03-03,39.18568801879883,39.38260269165039,39.18568801879883,39.18568801879883,32.56956100463867,23007959
2020-03-04,39.03800582885742,39.28414535522461,38.988773345947266,39.13645935058594,32.52864074707031,17338253
2020-03-05,39.481056213378906,39.57951354980469,39.38260269165039,39.5302848815918,32.85597610473633,10646513
2020-03-06,39.23491668701172,39.3333740234375,38.89031982421875,38.89031982421875,32.324058532714844,32086299
2020-03-09,38.39803695678711,38.39803695678711,37.708839416503906,37.95498275756836,31.54664421081543,50571200
2020-03-10,37.708839416503906,38.69340515136719,37.708839416503906,38.39803695678711,31.914894104003906,30738533
2020-03-11,38.39803695678711,38.545719146728516,37.95498275756836,38.00421142578125,31.58756446838379,27541837
2020-03-12,37.90575408935547,37.90575408935547,36.92118835449219,36.92118835449219,30.68739891052246,52324330
2020-03-13,35.14897155761719,36.42890548706055,34.45977783203125,36.42890548706055,30.278234481811523,57104025
2020-03-16,36.13353729248047,36.13353729248047,35.14897155761719,35.24742889404297,29.296236038208008,36706020
2020-03-17,34.45977783203125,34.85360336303711,34.26286315917969,34.45977783203125,28.641572952270508,47849381
